candidate_id,bunker_x,bunker_y,bunker_yaw,rm4d_reachable,ik_valid,collision_free,footprint_collision,joint_margin_rad,fk_position_residual_m,fk_orientation_residual_rad,field_relevance,valid,rejection_reason
candidate-000000,2.4040175827402885,-0.6199966096611291,2.9670597283903604,True,True,True,False,1.0818584732743646,1.0644755578418341e-12,5.482757239712404e-14,1.0,True,
candidate-000001,2.4062964197884575,-0.5939493830110896,-3.141592653589793,True,True,True,False,0.7075015962625266,2.187227413768223e-14,6.418687933191079e-15,1.0,True,
candidate-000002,2.3972503129063445,-0.6452524045099401,2.7925268031909276,True,True,True,False,0.707501596262627,5.314827474759086e-14,2.7922561579947252e-14,1.0,True,
candidate-000003,2.386200230356124,-0.6689493830110894,2.617993877991494,True,True,True,False,0.6564431328442946,7.850462293418876e-17,1.0307125532098002e-15,1.0,True,
candidate-000004,2.404017582740289,-0.56790215636105,-2.9670597283903604,True,True,True,False,1.0818584732746097,1.1954447569770587e-15,1.2919659486434609e-15,1.0,True,
candidate-000005,2.3712030862563047,-0.6903675244640705,2.443460952792061,True,True,True,False,0.6564431328442955,1.5700924586837752e-16,1.844632683031253e-16,1.0,True,
candidate-000006,2.3527145612414384,-0.7088560494789359,2.2689280275926285,True,True,True,False,0.656443132844295,3.521787733787174e-16,4.247630344017269e-16,1.0,True,
candidate-000007,2.3972503129063445,-0.5426463615122392,-2.7925268031909276,True,True,True,False,0.7074879079291923,3.480531475248531e-16,7.17131331531243e-16,1.0,True,
candidate-000008,2.331296419788458,-0.7238531935787549,2.094395102393195,True,True,True,False,0.6564431328442946,3.2487068343022356e-16,2.365515410640011e-16,1.0,True,
candidate-000009,2.307599441287308,-0.734903276128976,1.919862177193762,True,True,True,False,0.6564431328442946,2.1898779786837934e-16,7.551537285819533e-16,1.0,True,
candidate-000010,2.3862002303561236,-0.5189493830110903,-2.617993877991494,True,True,True,False,0.6564431328442941,5.042203487550559e-15,3.3217814010613866e-15,1.0,True,
candidate-000011,2.2823436464384974,-0.7416705459629204,1.7453292519943293,True,True,True,False,0.6564431329566327,5.013358141140163e-11,3.320399573252124e-11,1.0,True,
candidate-000012,2.371203086256305,-0.4975312415581088,-2.443460952792062,True,True,True,False,1.081858473273143,3.8258353598221424e-12,2.2535362423112822e-13,1.0,True,
candidate-000013,2.256296419788458,-0.7439493830110888,1.5707963267948966,True,True,True,False,0.6564431328647555,1.5832091742463188e-11,7.629697070145281e-12,1.0,True,
candidate-000014,2.2302491931384183,-0.7416705459629208,1.3962634015954638,True,True,True,False,0.6564431328474458,7.592581266049253e-12,1.7526305070846217e-12,1.0,True,
candidate-000015,2.352714561241439,-0.4790427165432431,-2.2689280275926285,True,True,True,False,0.7074879079291918,2.237726045655905e-16,3.4610074857988713e-16,1.0,True,
candidate-000016,2.4555272980043124,-0.21091623952169164,2.9670597283903604,True,True,True,False,0.11451971192428267,6.662626709365942e-12,1.5529478893833904e-12,0.22903942384856535,True,
candidate-000017,2.457806135052481,-0.184869012871652,-3.141592653589793,True,True,True,False,0.1145197119050545,2.9359439244310265e-12,6.789597806065555e-13,0.229039423810109,True,
candidate-000018,2.2049933982896075,-0.734903276128976,1.221730476396031,True,True,True,False,0.6564431328440028,3.4948819203032895e-12,2.7593571115056084e-13,1.0,True,
candidate-000019,2.448760028170368,-0.23617203437050263,2.7925268031909276,True,True,True,False,0.11451971195977739,1.3570872090591035e-11,3.0220516316220123e-12,0.22903942391955479,True,
candidate-000020,2.331296419788458,-0.46404557244342365,-2.0943951023931957,True,True,True,False,1.0818584732746293,3.451576296620383e-14,1.9723408295399128e-14,1.0,True,
candidate-000021,2.473619040098298,-0.16430412877775827,2.9670597283903604,True,True,True,False,0.354283554651186,1.7388818282700985e-16,5.294116681398734e-16,0.708567109302372,True,
candidate-000022,2.4377099456201465,-0.2598690128716516,2.617993877991494,True,True,True,False,0.6046369749318261,7.485701093905424e-13,2.0324351233230262e-13,1.0,True,
candidate-000023,2.475897877146467,-0.13825690212771877,-3.141592653589793,True,True,True,False,0.35428355465118555,8.326672684688674e-17,5.021681801572929e-16,0.7085671093023711,True,
candidate-000024,2.466851770264354,-0.18955992362656948,2.7925268031909276,True,True,True,False,0.3542835546511842,3.2842672538610136e-16,1.205961192282779e-15,0.7085671093023684,True,
candidate-000025,2.422712801520327,-0.2812871543246329,2.443460952792061,True,True,True,False,0.11451971188992216,2.2598448129779743e-15,2.0652484498719735e-15,0.22903942377984432,True,
candidate-000026,2.455527298004312,-0.15882178622161242,-2.9670597283903604,True,True,True,False,0.11451971189616561,1.2211367809313102e-12,2.4284104637432233e-13,0.22903942379233122,True,
candidate-000027,2.1812964197884575,-0.7238531935787553,1.0471975511965974,True,True,True,False,0.6564431328436373,3.4356926656711118e-12,1.906666088621878e-13,1.0,True,
candidate-000028,2.455801687714133,-0.21325690212771853,2.617993877991494,True,True,True,False,0.8825140023299762,3.974881632161014e-12,6.440648784809443e-13,1.0,True,
candidate-000029,2.307599441287308,-0.4529954898932031,-1.9198621771937623,True,True,True,False,0.6899923142855577,4.272916553455145e-16,1.0784397705467004e-15,1.0,True,
candidate-000030,2.4042242765054613,-0.2997756793394984,2.2689280275926285,True,True,True,False,0.1145197118922967,4.646108473602236e-13,9.574108929448202e-14,0.2290394237845934,True,
candidate-000031,2.440804543614313,-0.2346750435806995,2.443460952792061,True,True,True,False,0.8825140023423659,1.7826341206873999e-16,8.075239629123685e-16,1.0,True,
candidate-000032,2.4736190400982982,-0.11220967547767942,-2.9670597283903604,True,True,True,False,0.3542835546511851,1.2098374922832816e-16,5.078246548823209e-16,0.7085671093023702,True,
candidate-000033,2.3828061350524807,-0.31477282343931756,2.094395102393195,True,True,True,False,0.08103663932179428,1.5528576263211508e-12,1.3804369534814296e-13,0.16207327864358856,True,
