candidate_id,bunker_x,bunker_y,bunker_yaw,rm4d_reachable,ik_valid,collision_free,footprint_collision,joint_margin_rad,fk_position_residual_m,fk_orientation_residual_rad,field_relevance,valid,rejection_reason
candidate-000000,2.391735219064647,-0.5377968089380728,-3.141592653589793,True,True,True,False,1.0818584822886903,5.162572882464349e-11,7.745447886181368e-13,1.0,True,
candidate-000001,2.389456382016478,-0.5638440355881126,2.9670597283903604,True,True,True,False,0.6564431525677588,4.652682298944613e-16,4.814247746769857e-16,1.0,True,
candidate-000002,2.3894563820164785,-0.5117495822880331,-2.9670597283903604,True,True,True,False,0.7071407358078718,2.0323409735900913e-13,1.64019671094385e-14,1.0,True,
candidate-000003,2.382689112182534,-0.5890998304369232,2.7925268031909276,True,True,True,False,0.656443152567757,1.8410966031475738e-16,4.614751408380412e-16,1.0,True,
candidate-000004,2.371639029632313,-0.6127968089380728,2.617993877991494,True,True,True,False,0.6564431525677565,4.644396126208125e-16,5.600028725415058e-16,1.0,True,
candidate-000005,2.3566418855324938,-0.6342149503910536,2.443460952792061,True,True,True,False,0.656443152567757,4.2001807449902774e-16,8.142577003717574e-16,1.0,True,
candidate-000006,2.382689112182534,-0.48649378743922256,-2.7925268031909276,True,True,True,False,1.0818584822973087,8.27324082432816e-12,5.717934260797089e-13,1.0,True,
candidate-000007,2.3381533605176275,-0.652703475405919,2.2689280275926285,True,True,True,False,0.6564431525677565,2.2247786310271853e-16,6.576632458941349e-16,1.0,True,
candidate-000008,2.316735219064647,-0.6677006195057386,2.094395102393195,True,True,True,False,0.656443152567757,4.324578992944319e-16,7.107648631344936e-16,1.0,True,
candidate-000009,2.3716390296323127,-0.4627968089380736,-2.617993877991494,True,True,True,False,0.7071270554905169,5.055521147046451e-16,4.3278008975894096e-16,1.0,True,
candidate-000010,2.2930382405634977,-0.6787507020559592,1.919862177193762,True,True,True,False,0.6564431526232894,2.7119130470997973e-11,1.751937591746022e-11,1.0,True,
candidate-000011,2.356641885532494,-0.4413786674850921,-2.443460952792062,True,True,True,False,0.7071270554905973,2.5517523595887926e-14,1.1596098193022921e-14,1.0,True,
candidate-000012,2.2677824457146865,-0.6855179718899037,1.7453292519943293,True,True,True,False,0.6564431525755019,9.971852269597229e-12,3.5542466872854947e-12,1.0,True,
candidate-000013,2.2417352190646476,-0.6877968089380725,1.5707963267948966,True,True,True,False,0.6564431525685746,2.5549023433117472e-12,6.306806299854701e-13,1.0,True,
candidate-000014,2.3381533605176275,-0.42289014247022644,-2.2689280275926285,True,True,True,False,1.081858482295534,4.449557262054371e-16,5.319267910186364e-16,1.0,True,
candidate-000015,2.215687992414608,-0.6855179718899039,1.3962634015954638,True,True,True,False,0.6564431525671308,3.827351269449091e-12,2.4417006206933707e-13,1.0,True,
candidate-000016,2.316735219064647,-0.40789299837040716,-2.0943951023931957,True,True,True,False,0.6564431525643344,2.2156581871983566e-11,1.5473706476115753e-13,1.0,True,
candidate-000017,2.337073477039906,-0.1291256771477046,-3.141592653589793,True,True,True,False,0.11451967732548862,9.417359891562539e-12,2.203519363062158e-12,0.22903935465097724,True,
candidate-000018,2.190432197565797,-0.6787507020559591,1.221730476396031,True,True,True,False,0.6564431525677579,1.1443916996305594e-16,5.787322143321419e-16,1.0,True,
candidate-000019,2.334794639991737,-0.15517290379774418,2.9670597283903604,True,False,False,False,0.11449964623339337,3.387999773988765e-16,3.226043306086234e-16,0.0,False,ik_no_valid_solution
candidate-000020,2.2930382405634973,-0.3968429158201863,-1.919862177193762,True,True,True,False,1.0818584822955333,2.5959996266178114e-15,1.2728093591305137e-15,1.0,True,
candidate-000021,2.334794639991737,-0.10307845049766508,-2.9670597283903604,True,True,True,False,0.11451967729957246,4.398417731670181e-12,1.0228238286732818e-12,0.22903935459914493,True,
candidate-000022,2.3280273701577925,-0.1804286986465552,2.7925268031909276,True,True,True,False,0.5209475809453918,9.4802864920193e-14,3.393350253265374e-14,1.0,True,
