slot,scene,seed,method,tier,status,retrieval_success,selected_attempt,invalid_activation_count,D_env_applicable,first_discovery_window,D_env,D_exec,C_env_count_final,C_env_count_max,T_first_env_sim,T_active_sim,T_task_sim,T_exec_ready_sim,metrics_terminal_status,failure_stage,failure_reason,capture_calls,discarded_windows,completed_windows,voted_windows,sensing_visits,sensing_rescans,nbv_moves,initial_outbound,return_actions,uav_active_distance_m,uav_active_complete,uav_active_missing_samples,uav_active_gap_count,uav_active_observed_distance_lower_bound_m,uav_total_distance_m,uav_total_complete,uav_total_missing_samples,uav_total_gap_count,uav_total_observed_distance_lower_bound_m,ground_total_distance_m,ground_total_complete,ground_total_missing_samples,ground_total_gap_count,ground_total_observed_distance_lower_bound_m,stage_preflight_status,stage_preflight_duration_sim_s,stage_takeoff_status,stage_takeoff_duration_sim_s,stage_initial_view_status,stage_initial_view_duration_sim_s,stage_aerial_observe_status,stage_aerial_observe_duration_sim_s,stage_initial_query_status,stage_initial_query_duration_sim_s,stage_active_status,stage_active_duration_sim_s,stage_return_status,stage_return_duration_sim_s,stage_landing_status,stage_landing_duration_sim_s,stage_ground_navigation_status,stage_ground_navigation_duration_sim_s,stage_ground_refine_status,stage_ground_refine_duration_sim_s,stage_refined_pregrasp_status,stage_refined_pregrasp_duration_sim_s,stage_descend_status,stage_descend_duration_sim_s,stage_close_status,stage_close_duration_sim_s,stage_lift_status,stage_lift_duration_sim_s,stage_retention_status,stage_retention_duration_sim_s
528,hard-038,144662374,rm4d_only,hard,NOT_RUN,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,hard-038,144662374,fixed,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,hard-038,144662374,generic,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,hard-038,144662374,no_cost,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,hard-038,144662374,no_occlusion,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,easy-039,835671230,fixed,easy,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,easy-039,835671230,generic,easy,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,easy-039,835671230,rm4d_only,easy,NOT_RUN,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,easy-039,835671230,ours,easy,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,hard-039,644188741,generic,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,hard-039,644188741,ours,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,hard-039,644188741,rm4d_only,hard,NOT_RUN,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,hard-039,644188741,fixed,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,hard-039,644188741,no_occlusion,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,hard-039,644188741,no_cost,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,moderate-039,1770335982,generic,moderate,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,moderate-039,1770335982,rm4d_only,moderate,NOT_RUN,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,moderate-039,1770335982,ours,moderate,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,moderate-039,1770335982,fixed,moderate,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,easy-040,1526797714,generic,easy,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,easy-040,1526797714,rm4d_only,easy,NOT_RUN,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,easy-040,1526797714,ours,easy,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,easy-040,1526797714,fixed,easy,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,moderate-040,494018758,rm4d_only,moderate,NOT_RUN,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,moderate-040,494018758,ours,moderate,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,moderate-040,494018758,fixed,moderate,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,moderate-040,494018758,generic,moderate,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,hard-040,1596483039,rm4d_only,hard,NOT_RUN,,,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,hard-040,1596483039,fixed,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,hard-040,1596483039,generic,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,hard-040,1596483039,ours,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,hard-040,1596483039,no_cost,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,hard-040,1596483039,no_occlusion,hard,NOT_RUN,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
