candidate_id,bunker_x,bunker_y,bunker_yaw,rm4d_reachable,ik_valid,collision_free,footprint_collision,joint_margin_rad,fk_position_residual_m,fk_orientation_residual_rad,field_relevance,valid,rejection_reason
candidate-000000,2.329480436086897,-0.5423616143643674,2.9670597283903604,True,True,True,False,0.6564431392836991,1.1105699151271772e-15,8.599227420723646e-16,1.0,True,
candidate-000001,2.3317592731350656,-0.5163143877143279,-3.141592653589793,True,True,True,False,1.0818584762080554,1.2531960822472063e-13,7.886278605635333e-15,1.0,True,
candidate-000002,2.3227131662529525,-0.567617409213178,2.7925268031909276,True,True,True,False,0.6564431392836978,5.721958498152797e-16,8.999421039393181e-16,1.0,True,
candidate-000003,2.311663083702731,-0.5913143877143275,2.617993877991494,True,True,True,False,0.6564431392836974,3.608224830031759e-16,1.1471765178184906e-15,1.0,True,
candidate-000004,2.2966659396029123,-0.6127325291673086,2.4434609527920603,True,True,True,False,0.6564431392836974,3.433175098891678e-16,1.2454547467265995e-15,1.0,True,
candidate-000005,2.3294804360868966,-0.49026716106428825,-2.9670597283903604,True,True,True,False,0.6564431392759253,2.4441744694383952e-11,4.935994936992429e-13,1.0,True,
candidate-000006,2.278177414588047,-0.6312210541821742,2.2689280275926285,True,True,True,False,0.6564431392836969,3.433175098891678e-16,3.4574787793427186e-16,1.0,True,
candidate-000007,2.256759273135065,-0.6462181982819932,2.094395102393195,True,True,True,False,0.6564431392836969,3.95516952522712e-16,6.972667210310021e-16,1.0,True,
candidate-000008,2.322713166252952,-0.46501136621547723,-2.7925268031909276,True,True,True,False,0.6564431392836982,1.0810431491176357e-15,2.6306150470971353e-15,1.0,True,
candidate-000009,2.2330622946339163,-0.6572682808322146,1.919862177193762,True,True,True,False,0.6564431393682506,3.810921145964972e-11,2.5214425031684744e-11,1.0,True,
candidate-000010,2.311663083702731,-0.44131438771432796,-2.617993877991494,True,True,True,False,0.6564431392836458,3.1066273411469945e-13,1.3276528025642332e-14,1.0,True,
candidate-000011,2.2078064997851055,-0.6640355506661587,1.7453292519943293,True,True,True,False,0.6564431392968353,1.3030598290892454e-11,5.291357286210703e-12,1.0,True,
candidate-000012,2.2966659396029128,-0.419896246261347,-2.443460952792062,True,True,True,False,1.081858476209478,2.6783525637743424e-11,4.323228609520437e-13,1.0,True,
candidate-000013,2.1817592731350657,-0.6663143877143276,1.5707963267948966,True,True,True,False,0.6564431392856931,7.230674972835294e-12,1.389158735698013e-12,1.0,True,
candidate-000014,2.155712046485027,-0.6640355506661588,1.3962634015954638,True,True,True,False,0.6564431392831356,3.861047319587532e-12,1.5605236316420508e-13,1.0,True,
candidate-000015,2.278177414588046,-0.40140772124648144,-2.2689280275926285,True,True,True,False,0.7073838586972454,4.4315763166913863e-13,4.632045732172875e-14,1.0,True,
candidate-000016,2.2932318318705693,-0.13164755483831733,2.9670597283903604,True,True,True,False,0.5153031184086161,4.266150252213274e-16,3.6196743184069763e-16,1.0,True,
candidate-000017,2.2955106689187375,-0.10560032818827765,-3.141592653589793,True,True,True,False,0.11451970060699512,7.844402008390229e-12,1.8272094178333677e-12,0.22903940121399025,True,
candidate-000018,2.1304562516362155,-0.6572682808322143,1.221730476396031,True,True,True,False,0.6564431392814871,1.728527011381434e-11,8.28272179654998e-13,1.0,True,
candidate-000019,2.2864645620366244,-0.15690334968712816,2.7925268031909276,True,False,False,False,0.5393904545843391,3.5087002634537904e-15,2.6797390689897975e-15,0.0,False,ik_no_valid_solution
candidate-000020,2.2567592731350663,-0.386410577146662,-2.0943951023931957,True,True,True,False,1.0818584762080743,3.775166431889533e-16,3.1065842957306724e-16,1.0,True,
candidate-000021,2.3010471154782373,-0.08226211829947803,2.9670597283903604,True,True,True,False,0.8819404449925106,7.189396279432215e-11,4.863592289237969e-11,1.0,True,
candidate-000022,2.275414479486403,-0.18060032818827748,2.617993877991494,True,True,True,False,0.39135087014031855,1.6047242329389204e-15,1.7313476926009999e-15,0.7827017402806371,True,
candidate-000023,2.3033259525264063,-0.056214891649438485,-3.141592653589793,True,True,True,False,0.35428354295910625,3.0436364816617974e-16,1.1329868848339312e-15,0.7085670859182125,True,
candidate-000024,2.2942798456442928,-0.10751791314828901,2.7925268031909276,True,True,True,False,0.38345828805232696,5.126568042644518e-13,4.878442262261649e-14,0.7669165761046539,True,
candidate-000025,2.2604173353865837,-0.20201846964125847,2.4434609527920603,True,True,True,False,0.11451970123178201,1.291386620491665e-10,2.9885474981955674e-11,0.22903940246356402,True,
candidate-000026,2.106759273135065,-0.6462181982819937,1.0471975511965974,True,True,True,False,0.6564431392836982,3.521787733787174e-16,5.963621915565034e-16,1.0,True,
candidate-000027,2.2932318318705684,-0.07955310153823812,-2.9670597283903604,True,True,True,False,0.11451970058481065,3.5559746131483037e-12,7.731286254315026e-13,0.2290394011696213,True,
candidate-000028,2.233062294633916,-0.3753604945964414,-1.919862177193762,True,True,True,False,0.707370172998186,6.319976260395286e-14,1.2862338195174435e-14,1.0,True,
candidate-000029,2.283229763094072,-0.13121489164943861,2.617993877991494,True,True,True,False,0.8819404452199975,4.44488609648512e-12,3.2259557236946275e-12,1.0,True,
candidate-000030,2.241928810371718,-0.2205069946561243,2.2689280275926285,True,True,True,False,0.11451970056652572,1.0103182026100663e-16,2.3681404481363724e-16,0.22903940113305143,True,
