candidate_id,bunker_x,bunker_y,bunker_yaw,rm4d_reachable,ik_valid,collision_free,footprint_collision,joint_margin_rad,fk_position_residual_m,fk_orientation_residual_rad,field_relevance,valid,rejection_reason
candidate-000000,2.354099165451675,-0.45249967252928774,-3.141592653589793,True,True,True,False,1.08185847765447,8.168187465430195e-12,2.1469920121731964e-13,1.0,True,
candidate-000001,2.351820328403507,-0.4785468991793274,2.9670597283903604,True,True,True,False,0.6564431424370794,6.684427777288335e-16,1.4956345741942139e-15,1.0,True,
candidate-000002,2.351820328403506,-0.4264524458792482,-2.9670597283903604,True,True,True,False,0.7073264587577861,7.649557918284782e-13,3.446537462565576e-14,1.0,True,
candidate-000003,2.3450530585695617,-0.5038026940281383,2.7925268031909276,True,True,True,False,0.6564431424370807,1.8619006149354548e-16,5.66993436185738e-16,1.0,True,
candidate-000004,2.334002976019341,-0.5274996725292875,2.617993877991494,True,True,True,False,0.6564431424370802,5.907440274120147e-16,3.6526075240222735e-16,1.0,True,
candidate-000005,2.319005831919522,-0.5489178139822687,2.443460952792061,True,True,True,False,0.6564431424370798,3.554447978966673e-16,5.210970164709013e-16,1.0,True,
candidate-000006,2.3450530585695617,-0.40119665103043706,-2.7925268031909276,True,True,True,False,1.081858477657811,2.361342632641173e-12,2.0466682657156171e-13,1.0,True,
candidate-000007,2.3005173069046556,-0.5674063389971342,2.2689280275926285,True,True,True,False,0.6564431424370807,3.3766115072321297e-16,5.075415417657848e-16,1.0,True,
candidate-000008,2.2790991654516755,-0.5824034830969533,2.094395102393195,True,True,True,False,0.6564431424370794,4.544313350627588e-16,4.3630289997361613e-16,1.0,True,
candidate-000009,2.334002976019341,-0.377499672529288,-2.617993877991494,True,True,True,False,0.7073127743352652,2.7894008272968645e-16,3.547635782945862e-16,1.0,True,
candidate-000010,2.2554021869505254,-0.5934535656471747,1.919862177193762,True,True,True,False,0.6564431425223574,3.850622630470545e-11,2.520843582598729e-11,1.0,True,
candidate-000011,2.3190058319195224,-0.356081531076307,-2.443460952792062,True,True,True,False,0.7073127744813252,4.6590761593273494e-11,3.465436015578349e-12,1.0,True,
candidate-000012,2.2301463921017146,-0.6002208354811186,1.7453292519943293,True,True,True,False,0.6564431424504291,1.299123008870216e-11,5.367969009855559e-12,1.0,True,
candidate-000013,2.300517306904656,-0.3375930060614416,-2.2689280275926285,True,True,True,False,1.0818584776571336,4.4224779957980735e-13,9.079354521668956e-14,1.0,True,
